subject_number,signs_condition,signs_up,type_signs_acad_rel,signs,aisle,conv_initiate,turns,valence,product_points,product_names,product_asks_q,product_describes_features,product_puts_in_cart,reference_points,reference_q1,reference_q2,reference_elaborates,number_uses_number,number_elicits_number,number_counts_no_point,number_counts_with_point,number_total,color_points,color_uses_word,color_elicits_word,shape_points,shape_uses_word,shape_elicits_word,color_shape_total,num_col_shape_talk,one_word_gives_answer,one_word_elicits,one_word_elaborates,number_adults,adult1gender,adult2gender,adult3gender,adult4gender,number_children,child1gender,child2gender,child3gender,child4gender,target_child_age,other_children_ages,re,language_spoken,observ_length,coder
77,up,signs up 2,academically relevant,colors & shapes,bread,volunteer,6-15,neutral,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,2,2,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,5,NA,latinx,english,1,af
77,up,signs up 2,non-academically relevant,one word answers,produce,NA,0-5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,4,NA,latinx,spanish,3,yc
78,up,signs up 2,non-academically relevant,pronouncements,dry goods,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,3,NA,NA,NA,NA,6,"11, 8",latinx,spanish,2,sp
78,up,signs up 2,academically relevant,number,freezer,volunteer,6-15,positive,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,m,NA,NA,NA,3,m,NA,NA,NA,3,NA,latinx,spanish,2,as
78,up,signs up 2,academically relevant,colors & shapes,bread,volunteer,6-15,neutral,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,2,2,0,0,0,1,m,NA,NA,NA,3,m,f,m,NA,8,"6,4",latinx,english and spanish,2,af
78,up,signs up 2,non-academically relevant,one word answers,produce,volunteer,0-5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,m,NA,NA,NA,3,m,NA,NA,NA,6,NA,latinx,english and spanish,5,yc
79,up,signs up 2,academically relevant,colors & shapes,bread,volunteer,16+,neutral,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,1,f,NA,NA,NA,2,f,NA,NA,NA,5,8,latinx,spanish,2,af
79,up,signs up 2,non-academically relevant,one word answers,produce,volunteer,6-15,neutral,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,f,NA,NA,NA,2,f,NA,NA,NA,4,NA,latinx,english and spanish,2,yc
80,up,signs up 2,non-academically relevant,pronouncements,dry goods,parent,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,f,NA,NA,NA,7,"3,6,7",latinx,spanish,1,sp
80,up,signs up 2,academically relevant,number,freezer,volunteer,6-15,very positive,0,1,0,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,2,0,0,0,1,f,NA,NA,NA,3,f,NA,NA,NA,5,NA,latinx,english,2,as
81,up,signs up 2,non-academically relevant,pronouncements,dry goods,parent,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,3,NA,black,english,2,sp
81,up,signs up 2,academically relevant,number,freezer,volunteer,6-15,very positive,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,2,f,f,NA,NA,7,NA,black,english,2,as
82,up,signs up 2,non-academically relevant,pronouncements,dry goods,parent,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,1,f,NA,NA,NA,3,NA,latinx,spanish,1,sp
82,up,signs up 2,academically relevant,colors & shapes,bread,volunteer,0-5,neutral,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,1,f,NA,NA,NA,4,NA,latinx,spanish,1,af
83,up,signs up 2,non-academically relevant,pronouncements,dry goods,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,latinx,spanish,2,sp
83,up,signs up 2,academically relevant,colors & shapes,bread,parent,0-5,negative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,4,NA,latinx,spanish,1,af
84,up,signs up 2,non-academically relevant,one word answers,produce,NA,0-5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,m,NA,NA,NA,2,f,NA,NA,NA,4,NA,latinx,english,4,yc
85,up,signs up 2,academically relevant,number,freezer,volunteer,16+,very positive,1,1,0,0,0,1,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,2,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,7,NA,latinx,english,2,as
87,up,signs up 2,non-academically relevant,pronouncements,dry goods,parent,6-15,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,5,NA,black,english,3,sp
87,up,signs up 2,academically relevant,colors & shapes,bread,child,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,f,NA,NA,2,f,m,NA,NA,6,2,black,english,2,af
88,up,signs up 2,academically relevant,number,freezer,volunteer,6-15,very positive,0,0,0,0,0,1,1,1,0,1,1,1,0,3,0,0,0,0,0,0,0,3,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,10,NA,latinx,spanish,2,as
89,up,signs up 2,academically relevant,number,freezer,volunteer,6-15,very positive,0,1,0,0,0,1,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,2,0,0,0,1,NA,NA,NA,NA,2,f,NA,NA,NA,10,NA,latinx,english,2,as
90,up,signs up 2,non-academically relevant,pronouncements,dry goods,parent,6-15,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,7,NA,black,english,3,sp
90,up,signs up 2,academically relevant,number,freezer,volunteer,16+,very positive,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,7,NA,black,english,3,as
90,up,signs up 2,academically relevant,colors & shapes,bread,parent,6-15,neutral,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,2,2,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,8,NA,black,english,2,af
90,up,signs up 2,non-academically relevant,one word answers,produce,volunteer,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,f,NA,NA,NA,1,f,NA,NA,NA,6,NA,black,english,2,yc
91,up,signs up 2,non-academically relevant,pronouncements,dry goods,parent,6-15,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,10,NA,latinx,english and spanish,2,sp
91,up,signs up 2,academically relevant,number,freezer,volunteer,6-15,very positive,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,7,NA,latinx,english,2,as
91,up,signs up 2,non-academically relevant,one word answers,produce,child,0-5,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,f,NA,NA,NA,1,f,NA,NA,NA,10,NA,latinx,english and spanish,2,yc
92,up,signs up 2,academically relevant,colors & shapes,bread,parent,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,m,NA,NA,NA,1,m,NA,NA,NA,7,NA,black,english,1,af
93,up,signs up 2,academically relevant,number,freezer,volunteer,16+,very positive,0,1,0,0,0,1,1,1,1,0,1,1,0,2,0,0,0,0,0,0,0,2,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,9,NA,latinx,english and spanish,2,as
93,up,signs up 2,academically relevant,colors & shapes,bread,child,6-15,neutral,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,3,3,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,7,NA,latinx,english and spanish,2,af
94,up,signs up 2,non-academically relevant,pronouncements,dry goods,volunteer,6-15,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,3,m,NA,NA,NA,9,NA,white,english,4,sp
94,up,signs up 2,academically relevant,number,freezer,volunteer,6-15,very positive,0,0,0,0,0,1,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,2,0,0,0,1,f,NA,NA,NA,3,m,NA,NA,NA,7,NA,white,english,2,as
94,up,signs up 2,academically relevant,colors & shapes,bread,child,6-15,neutral,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,3,3,0,0,0,1,f,NA,NA,NA,3,m,NA,NA,NA,7,NA,white,english,2,af
94,up,signs up 2,non-academically relevant,one word answers,produce,child,6-15,neutral,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,NA,NA,NA,NA,3,m,NA,NA,NA,5,NA,white,english,3,yc
95,up,signs up 2,non-academically relevant,pronouncements,dry goods,volunteer,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,2,m,NA,NA,NA,6,NA,asian,english,2,sp
95,up,signs up 2,academically relevant,colors & shapes,bread,volunteer,0-5,negative,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,2,m,m,NA,NA,6,7,asian,NA,2,af
95,up,signs up 2,non-academically relevant,one word answers,produce,volunteer,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,f,NA,NA,NA,2,m,NA,NA,NA,7,NA,asian,english,2,yc
96,up,signs up 3,academically relevant,colors & shapes,produce,child,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,6,NA,latinx,english and spanish,4,yc
97,up,signs up 3,non-academically relevant,one word answers,dry goods,NA,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,f,f,NA,NA,1,f,NA,NA,NA,4,NA,latinx,english and spanish,2,as
97,up,signs up 3,non-academically relevant,pronouncements,freezer,volunteer,6-15,positive,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,f,NA,NA,1,f,NA,NA,NA,4,NA,latinx,spanish,1,sh
97,up,signs up 3,academically relevant,number,bread,volunteer,16+,positive,0,0,0,0,0,1,1,0,1,0,1,0,1,2,0,0,0,0,0,1,1,3,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,4,NA,latinx,spanish,3,le
97,up,signs up 3,academically relevant,colors & shapes,produce,child,6-15,neutral,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,2,f,f,NA,NA,1,f,NA,NA,NA,4,NA,NA,NA,1,yc
98,up,signs up 3,non-academically relevant,one word answers,dry goods,parent,6-15,very positive,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,f,NA,NA,NA,1,f,NA,NA,NA,4,NA,latinx,english,2,as
98,up,signs up 3,academically relevant,number,bread,volunteer,16+,very positive,0,0,0,0,0,0,1,1,1,1,1,0,1,3,0,0,0,0,0,0,0,3,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,5,NA,latinx,spanish,2,le
98,up,signs up 3,academically relevant,colors & shapes,produce,parent,16+,neutral,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,2,3,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,5,NA,latinx,english and spanish,4,yc
99,up,signs up 3,non-academically relevant,one word answers,dry goods,volunteer,6-15,positive,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,f,NA,NA,NA,3,f,NA,NA,NA,10,NA,latinx,english,3,as
99,up,signs up 3,academically relevant,number,bread,volunteer,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,3,f,NA,NA,NA,NA,NA,latinx,spanish,2,le
99,up,signs up 3,academically relevant,colors & shapes,produce,child,6-15,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,1,f,NA,NA,NA,3,f,NA,NA,NA,8,NA,latinx,english and spanish,4,yc
99,up,signs up 3,non-academically relevant,pronouncements,freezer,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,1,f,NA,NA,NA,NA,NA,NA,NA,NA,sh
100,up,signs up 3,non-academically relevant,pronouncements,freezer,volunteer,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sh
101,up,signs up 3,academically relevant,number,bread,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,NA,NA,NA,3,f,NA,NA,NA,8,NA,latinx,NA,2,le
101,up,signs up 3,non-academically relevant,pronouncements,freezer,volunteer,6-15,positive,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,5,NA,latinx,spanish,1,sh
101,up,signs up 3,academically relevant,colors & shapes,produce,child,16+,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,f,NA,NA,3,f,NA,NA,NA,7,NA,latinx,english and spanish,3,yc
102,up,signs up 3,non-academically relevant,one word answers,dry goods,NA,NA,NA,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,f,NA,NA,NA,1,f,NA,NA,NA,4,NA,latinx,english,2,as
103,up,signs up 3,non-academically relevant,one word answers,dry goods,child,16+,very positive,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,NA,NA,NA,NA,2,f,NA,NA,NA,5,NA,white,english,4,as
103,up,signs up 3,academically relevant,number,bread,volunteer,16+,very positive,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,f,m,NA,NA,1,f,NA,NA,NA,7,NA,white,english,2,le
104,up,signs up 3,non-academically relevant,one word answers,dry goods,child,16+,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,f,NA,NA,3,f,NA,NA,NA,8,NA,latinx,spanish,NA,as
105,up,signs up 3,non-academically relevant,one word answers,dry goods,volunteer,16+,positive,1,1,0,0,0,1,1,1,0,0,1,1,0,2,0,0,0,0,0,0,0,2,1,1,0,2,f,m,NA,NA,1,f,NA,NA,NA,6,NA,latinx,english,3,as
105,up,signs up 3,non-academically relevant,pronouncements,freezer,volunteer,6-15,positive,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,NA,f,NA,NA,NA,10,NA,latinx,spanish,2,sh
105,up,signs up 3,academically relevant,number,bread,volunteer,16+,positive,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,f,m,NA,NA,1,f,NA,NA,NA,6,NA,latinx,spanish,2,le
105,up,signs up 3,academically relevant,colors & shapes,produce,volunteer,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,2,0,0,0,2,f,m,NA,NA,1,f,NA,NA,NA,6,NA,latinx,english and spanish,2,yc
106,up,signs up 3,non-academically relevant,one word answers,dry goods,NA,16+,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,3,m,NA,NA,NA,4,NA,white,english,2,as
106,up,signs up 3,non-academically relevant,pronouncements,freezer,volunteer,0-5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,1,m,NA,NA,NA,10,NA,white,english,1,sh
106,up,signs up 3,academically relevant,colors & shapes,produce,child,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,f,m,m,NA,2,m,NA,NA,NA,5,NA,white,english,2,yc
107,up,signs up 3,non-academically relevant,one word answers,dry goods,NA,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,f,m,NA,NA,1,f,NA,NA,NA,3,NA,black,english,3,as
107,up,signs up 3,academically relevant,number,bread,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,m,NA,NA,NA,1,f,NA,NA,NA,3,NA,black,english,2,le
107,up,signs up 3,academically relevant,colors & shapes,produce,NA,0-5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,m,NA,NA,NA,1,f,NA,NA,NA,3,NA,black,NA,1,yc
108,up,signs up 3,non-academically relevant,one word answers,dry goods,volunteer,6-15,positive,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,f,NA,NA,NA,2,m,NA,NA,NA,6,8,latinx,spanish,2,as
108,up,signs up 3,academically relevant,number,bread,volunteer,6-15,positive,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,f,NA,NA,NA,3,m,NA,NA,NA,6,NA,latinx,spanish,2,le
108,up,signs up 3,academically relevant,colors & shapes,produce,volunteer,6-15,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,2,0,0,0,1,NA,NA,NA,NA,3,f,NA,NA,NA,6,NA,latinx,english and spanish,5,yc
109,up,signs up 3,non-academically relevant,one word answers,dry goods,volunteer,6-15,negative,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,as
110,up,signs up 3,non-academically relevant,one word answers,dry goods,child,6-15,positive,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,f,NA,NA,NA,3,f,NA,NA,NA,NA,NA,white,english,4,as
110,up,signs up 3,non-academically relevant,pronouncements,freezer,volunteer,6-15,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,NA,m,NA,NA,NA,NA,NA,white,english,1,sh
110,up,signs up 3,academically relevant,number,bread,volunteer,16+,positive,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,2,0,0,0,1,f,NA,NA,NA,3,f,NA,NA,NA,9,NA,white,english,2,le
110,up,signs up 3,academically relevant,colors & shapes,produce,child,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,f,NA,NA,NA,3,f,NA,NA,NA,7,NA,white,english,1,yc
111,up,signs up 3,academically relevant,number,bread,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,2,f,NA,NA,NA,6,NA,latinx,spanish,2,le
111,up,signs up 3,non-academically relevant,pronouncements,freezer,volunteer,6-15,neutral,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,6,NA,latinx,spanish,NA,sh
112,up,signs up 3,non-academically relevant,one word answers,dry goods,parent,6-15,positive,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,f,NA,NA,NA,1,m,NA,NA,NA,5,NA,latinx,english and spanish,2,as
112,up,signs up 3,non-academically relevant,pronouncements,freezer,volunteer,0-5,positive,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,8,NA,NA,english,1,sh
113,up,signs up 3,non-academically relevant,one word answers,dry goods,volunteer,6-15,positive,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,f,m,NA,NA,1,m,NA,NA,NA,5,NA,latinx,spanish,2,as
113,up,signs up 3,academically relevant,colors & shapes,produce,child,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,2,f,m,NA,NA,1,m,NA,NA,NA,6,NA,latinx,spanish,1,yc
114,up,signs up 3,non-academically relevant,one word answers,dry goods,volunteer,6-15,positive,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,f,NA,NA,NA,2,f,NA,NA,NA,5,NA,latinx,english and spanish,3,as
114,up,signs up 3,academically relevant,number,bread,volunteer,16+,positive,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,f,NA,NA,NA,1,f,NA,NA,NA,8,12 (coded as adult),latinx,english,2,le
114,up,signs up 3,academically relevant,colors & shapes,produce,volunteer,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,2,0,0,0,1,f,NA,NA,NA,2,f,NA,NA,NA,6,NA,latinx,english,4,yc
114,up,signs up 3,non-academically relevant,pronouncements,freezer,volunteer,6-15,positive,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,f,NA,NA,1,f,NA,NA,NA,7,NA,latinx,NA,NA,sh
115,up,signs up 3,non-academically relevant,one word answers,dry goods,volunteer,6-15,positive,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,f,NA,NA,NA,1,f,NA,NA,NA,9,NA,latinx,english,2,as
115,up,signs up 3,non-academically relevant,pronouncements,freezer,NA,16+,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,10,NA,latinx,english,2,sh
116,up,signs up 3,non-academically relevant,one word answers,dry goods,parent,16+,neutral,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,m,NA,NA,NA,1,m,NA,NA,NA,NA,NA,latinx,spanish,4,as
116,up,signs up 3,academically relevant,number,bread,volunteer,6-15,positive,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,f,m,NA,NA,NA,m,NA,NA,NA,9,NA,latinx,spanish,1,le
116,up,signs up 3,non-academically relevant,pronouncements,freezer,volunteer,0-5,positive,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,m,NA,NA,NA,1,m,NA,NA,NA,8,NA,NA,english,1,sh
117,up,signs up 3,non-academically relevant,one word answers,dry goods,NA,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,3,NA,latinx,NA,1,as
117,up,signs up 3,non-academically relevant,pronouncements,freezer,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,latinx,spanish,1,sh
117,up,signs up 3,academically relevant,number,bread,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,5,NA,latinx,spanish,1,le
117,up,signs up 3,academically relevant,colors & shapes,produce,volunteer,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,3,NA,latinx,spanish,NA,yc
118,up,signs up 3,non-academically relevant,one word answers,dry goods,volunteer,6-15,positive,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,f,NA,NA,NA,2,f,NA,NA,NA,10,NA,latinx,english,2,as
118,up,signs up 3,non-academically relevant,pronouncements,freezer,volunteer,0-5,positive,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,10,NA,NA,NA,1,sh
118,up,signs up 3,academically relevant,colors & shapes,produce,child,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,f,NA,NA,NA,2,m,NA,NA,NA,3,NA,latinx,english and spanish,2,yc
119,up,signs up 3,non-academically relevant,one word answers,dry goods,child,6-15,positive,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,f,m,NA,NA,2,m,NA,NA,NA,4,NA,latinx,spanish,3,as
119,up,signs up 3,non-academically relevant,pronouncements,freezer,NA,0-5,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,3,m,NA,NA,NA,6,NA,latinx,spanish,1,sh
119,up,signs up 3,academically relevant,number,bread,parent,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,2,m,NA,NA,NA,5,NA,latinx,spanish,2,le
119,up,signs up 3,academically relevant,colors & shapes,produce,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,2,m,NA,NA,NA,4,NA,latinx,spanish,2,yc
120,up,signs up 3,non-academically relevant,pronouncements,freezer,volunteer,0-5,neutral,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,NA,NA,latinx,spanish,1,sh
120,up,signs up 3,academically relevant,colors & shapes,produce,parent,0-5,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,2,m,f,NA,NA,6,NA,latinx,spanish,4,yc
