subject_number,signs_condition,signs_up,type_signs_acad_rel,signs,aisle,conv_initiate,turns,valence,product_points,product_names,product_asks_q,product_describes_features,product_puts_in_cart,reference_points,reference_q1,reference_q2,reference_elaborates,number_uses_number,number_elicits_number,number_counts_no_point,number_counts_with_point,number_total,color_points,color_uses_word,color_elicits_word,shape_points,shape_uses_word,shape_elicits_word,color_shape_total,num_col_shape_talk,one_word_gives_answer,one_word_elicits,one_word_elaborates,number_adults,adult1gender,adult2gender,adult3gender,adult4gender,number_children,child1gender,child2gender,child3gender,child4gender,target_child_age,other_children_ages,re,language_spoken,observ_length,coder
157,no signs,no signs 2,NA,NA,bread,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,1,m,NA,NA,NA,2,NA,white,english,1,sp
158,no signs,no signs 2,NA,NA,freezer,NA,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,2,m,NA,NA,NA,7,10,latinx,spanish,3,af
158,no signs,no signs 2,NA,NA,produce,parent,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,f,NA,NA,2,m,NA,NA,NA,6,NA,latinx,spanish,2,rj
158,no signs,no signs 2,NA,NA,bread,parent,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,2,m,NA,NA,NA,8,NA,latinx,spanish,NA,sp
159,no signs,no signs 2,NA,NA,freezer,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,af
159,no signs,no signs 2,NA,NA,produce,parent,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,7,NA,latinx,english and spanish,2,rj
160,no signs,no signs 2,NA,NA,dry goods,volunteer,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,2,NA,latinx,english and spanish,4,yc
160,no signs,no signs 2,NA,NA,freezer,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,1,NA,latinx,english,1,af
160,no signs,no signs 2,NA,NA,bread,NA,0-5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,2,NA,latinx,NA,1,sp
160,no signs,no signs 2,NA,NA,produce,parent,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,2,NA,latinx,english,2,rj
161,no signs,no signs 2,NA,NA,freezer,parent,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,7,NA,latinx,english,1,af
161,no signs,no signs 2,NA,NA,bread,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,NA,NA,latinx,english,1,sp
161,no signs,no signs 2,NA,NA,produce,parent,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,7,NA,latinx,english,2,rj
162,no signs,no signs 2,NA,NA,bread,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,10,NA,latinx,english and spanish,1,sp
162,no signs,no signs 2,NA,NA,produce,parent,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,9,NA,latinx,english and spanish,2,rj
164,no signs,no signs 2,NA,NA,dry goods,parent,6-15,neutral,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,f,NA,NA,NA,2,m,f,NA,NA,4,NA,latinx,spanish,4,yc
164,no signs,no signs 2,NA,NA,freezer,volunteer and child,6-15,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,2,m,NA,NA,NA,4,10,latinx,english,2,af
164,no signs,no signs 2,NA,NA,bread,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,2,f,m,NA,NA,NA,NA,latinx,english,1,sp
164,no signs,no signs 2,NA,NA,produce,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,f,NA,NA,NA,2,m,NA,NA,NA,6,NA,latinx,english,3,rj
165,no signs,no signs 2,NA,NA,dry goods,child,NA,neutral,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,m,NA,NA,NA,1,m,NA,NA,NA,8,NA,white,english,3,yc
165,no signs,no signs 2,NA,NA,bread,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,m,NA,NA,NA,1,m,NA,NA,NA,10,NA,white,english,1,sp
165,no signs,no signs 2,NA,NA,produce,child,6-15,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,rj
166,no signs,no signs 2,NA,NA,freezer,NA,0-5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,2,m,NA,NA,NA,5,9,NA,NA,1,af
166,no signs,no signs 2,NA,NA,bread,parent,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,2,m,NA,NA,NA,5,NA,latinx,spanish,1,sp
167,no signs,no signs 2,NA,NA,dry goods,parent,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,f,f,f,m,1,f,NA,NA,NA,7,NA,latinx,spanish,3,yc
167,no signs,no signs 2,NA,NA,freezer,NA,0-5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,f,NA,NA,1,f,NA,NA,NA,6,NA,latinx,NA,NA,af
167,no signs,no signs 2,NA,NA,bread,NA,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,f,NA,NA,1,f,NA,NA,NA,NA,NA,latinx,spanish,1,sp
167,no signs,no signs 2,NA,NA,produce,NA,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,f,NA,NA,1,f,NA,NA,NA,7,NA,latinx,spanish,3,rj
168,no signs,no signs 2,NA,NA,dry goods,child,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,2,NA,latinx,spanish,3,yc
168,no signs,no signs 2,NA,NA,freezer,NA,0-5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,2,NA,latinx,NA,2,af
169,no signs,no signs 2,NA,NA,dry goods,child,16+,neutral,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,f,m,NA,NA,1,m,NA,NA,NA,4,NA,asian,english,4,yc
169,no signs,no signs 2,NA,NA,bread,volunteer,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,1,m,NA,NA,NA,3,NA,asian,english,1,sp
169,no signs,no signs 2,NA,NA,produce,child,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,1,m,NA,NA,NA,6,NA,asian,english,2,rj
170,no signs,no signs 2,NA,NA,freezer,NA,0-5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,1,f,NA,NA,NA,6,NA,latinx,NA,1,af
170,no signs,no signs 2,NA,NA,bread,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,1,f,NA,NA,NA,7,NA,latinx,spanish,1,sp
170,no signs,no signs 2,NA,NA,produce,parent,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,1,f,NA,NA,NA,6,NA,latinx,english and spanish,3,rj
171,no signs,no signs 2,NA,NA,dry goods,child,16+,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,8,NA,latinx,english,3,yc
171,no signs,no signs 2,NA,NA,freezer,parent,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,7,NA,white,english,2,af
171,no signs,no signs 2,NA,NA,bread,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,9,NA,latinx,spanish,2,sp
171,no signs,no signs 2,NA,NA,produce,NA,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,8,NA,white,english,2,rj
172,no signs,no signs 2,NA,NA,dry goods,volunteer and child,16+,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,3,NA,latinx,spanish,5,yc
172,no signs,no signs 2,NA,NA,bread,child,0-5,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,4,NA,latinx,NA,NA,sp
172,no signs,no signs 2,NA,NA,produce,parent,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,5,NA,latinx,spanish,2,rj
173,no signs,no signs 2,NA,NA,dry goods,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,2,f,NA,NA,NA,7,NA,black,english,2,yc
173,no signs,no signs 2,NA,NA,freezer,child,6-15,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,2,f,NA,NA,NA,5,NA,black,english,1,af
173,no signs,no signs 2,NA,NA,produce,volunteer,6-15,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,2,f,NA,NA,NA,7,NA,black,english,1,rj
173,no signs,no signs 2,NA,NA,bread,NA,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,2,NA,NA,NA,NA,6,NA,black,english,NA,sp
174,no signs,no signs 2,NA,NA,freezer,parent,16+,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,f,NA,NA,2,m,f,NA,NA,3,7,latinx,english,2,af
174,no signs,no signs 2,NA,NA,bread,parent,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,NA,NA,NA,2,f,NA,NA,NA,9,NA,latinx,english,NA,sp
174,no signs,no signs 2,NA,NA,produce,child,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,2,m,NA,NA,NA,5,NA,latinx,english,1,rj
175,no signs,no signs 2,NA,NA,dry goods,parent,0-5,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,2,f,NA,NA,NA,5,NA,black,english,2,yc
175,no signs,no signs 2,NA,NA,freezer,parent,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,2,f,NA,NA,NA,6,8,black,english,2,NA
175,no signs,no signs 2,NA,NA,bread,volunteer,6-15,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,2,f,NA,NA,NA,6,8,black,english,1,sp
175,no signs,no signs 2,NA,NA,produce,volunteer,16+,positive,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,f,NA,NA,NA,2,f,NA,NA,NA,7,NA,black,english,4,rj
176,no signs,no signs 2,NA,NA,dry goods,parent,6-15,neutral,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,f,NA,NA,NA,3,m,NA,NA,NA,3,NA,latinx,english and spanish,3,yc
176,no signs,no signs 2,NA,NA,freezer,child,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,3,m,NA,NA,NA,4,NA,latinx,english,1,af
176,no signs,no signs 2,NA,NA,bread,child,0-5,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,3,0,0,0,1,f,NA,NA,NA,3,NA,NA,NA,NA,6,NA,latinx,english and spanish,1,sp
176,no signs,no signs 2,NA,NA,produce,volunteer,16+,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,3,m,NA,NA,NA,4,NA,latinx,english,3,rj
177,no signs,no signs 2,NA,NA,freezer,child,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,7,NA,NA,english,2,af
177,no signs,no signs 2,NA,NA,produce,parent,16+,positive,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,3,0,0,1,1,f,NA,NA,NA,1,m,NA,NA,NA,7,NA,latinx,english and spanish,2,rj
178,up,signs up 4,non-academically relevant,one word answers,freezer,child,6-15,positive,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,f,f,m,NA,1,f,NA,NA,NA,7,NA,latinx,english,3,ea
178,up,signs up 4,non-academically relevant,pronouncements,bread,child,16+,very positive,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,7,NA,latinx,spanish,1,sh
179,up,signs up 4,academically relevant,colors & shapes,dry goods,volunteer,16+,neutral,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,4,NA,white,english,2,le
179,up,signs up 4,non-academically relevant,one word answers,freezer,volunteer,6-15,positive,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,f,f,f,NA,1,m,NA,NA,NA,3,NA,white,english,2,ea
179,up,signs up 4,non-academically relevant,pronouncements,bread,NA,6-15,positive,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,4,NA,NA,NA,2,sh
179,up,signs up 4,academically relevant,number,produce,volunteer,0-5,neutral,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,3,NA,white,english,1,yc
180,up,signs up 4,academically relevant,colors & shapes,dry goods,NA,16+,very positive,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,3,3,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,5,NA,latinx,NA,3,le
181,up,signs up 4,academically relevant,number,produce,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,2,m,NA,NA,NA,7,6,asian,english,1,yc
182,up,signs up 4,academically relevant,colors & shapes,dry goods,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,2,m,NA,NA,NA,4,NA,latinx,spanish,3,le
182,up,signs up 4,non-academically relevant,one word answers,freezer,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,m,NA,NA,NA,1,NA,NA,NA,NA,4,NA,white,english,1,ea
182,up,signs up 4,non-academically relevant,pronouncements,bread,NA,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,m,NA,NA,NA,1,m,NA,NA,NA,NA,NA,NA,NA,NA,sh
183,up,signs up 4,academically relevant,colors & shapes,dry goods,NA,0-5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,2,NA,latinx,NA,3,le
183,up,signs up 4,non-academically relevant,one word answers,freezer,volunteer,0-5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,NA,NA,NA,NA,2,NA,latinx,english,2,ea
183,up,signs up 4,academically relevant,number,produce,NA,0-5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,2,NA,latinx,NA,1,yc
184,up,signs up 4,academically relevant,colors & shapes,dry goods,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,2,m,NA,NA,NA,4,NA,NA,NA,1,le
184,up,signs up 4,non-academically relevant,pronouncements,bread,child,0-5,positive,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,1,m,NA,NA,NA,5,NA,latinx,spanish,1,sh
185,up,signs up 4,non-academically relevant,pronouncements,bread,volunteer,6-15,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,NA,NA,black,english,2,sh
185,up,signs up 4,academically relevant,number,produce,volunteer,16+,positive,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,1,3,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,NA,NA,black,english,3,yc
186,up,signs up 4,non-academically relevant,one word answers,freezer,volunteer,0-5,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,m,NA,NA,NA,1,NA,NA,NA,NA,5,NA,latinx,english,1,ea
187,up,signs up 4,academically relevant,colors & shapes,dry goods,parent,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,m,NA,NA,1,m,NA,NA,NA,6,NA,latinx,spanish,2,le
187,up,signs up 4,non-academically relevant,pronouncements,bread,NA,0-5,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sh
188,up,signs up 4,academically relevant,colors & shapes,dry goods,NA,0-5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,5,NA,latinx,NA,1,le
188,up,signs up 4,non-academically relevant,pronouncements,bread,volunteer,0-5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,4,NA,asian,NA,NA,sh
189,up,signs up 4,academically relevant,colors & shapes,dry goods,volunteer,16+,very positive,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,3,3,0,0,0,1,f,NA,NA,NA,3,m,NA,NA,NA,NA,NA,latinx,english and spanish,4,le
189,up,signs up 4,non-academically relevant,one word answers,freezer,volunteer,0-5,positive,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,3,NA,latinx,spanish,2,ea
189,up,signs up 4,academically relevant,number,produce,volunteer and parent,6-15,positive,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,f,NA,NA,NA,3,m,NA,NA,NA,4,8,latinx,english,4,yc
189,up,signs up 4,non-academically relevant,pronouncements,bread,child,6-15,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,3,m,NA,NA,NA,8,NA,latinx,spanish,2,sh
190,up,signs up 4,academically relevant,colors & shapes,dry goods,volunteer,16+,positive,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,3,NA,latinx,english,2,le
190,up,signs up 4,non-academically relevant,one word answers,freezer,volunteer,6-15,positive,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,2,NA,asian,english,2,ea
190,up,signs up 4,academically relevant,number,produce,volunteer,6-15,positive,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,1,0,0,0,0,1,4,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,3,NA,asian,english,1,yc
191,up,signs up 4,academically relevant,colors & shapes,dry goods,volunteer,16+,positive,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,2,2,0,0,0,2,f,NA,NA,NA,1,f,NA,NA,NA,9,NA,black,english,2,le
191,up,signs up 4,non-academically relevant,one word answers,freezer,child,6-15,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,f,NA,NA,1,NA,NA,NA,NA,7,NA,black,english,1,ea
192,up,signs up 4,academically relevant,colors & shapes,dry goods,volunteer,16+,very positive,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,3,3,0,0,0,2,f,m,NA,NA,1,f,NA,NA,NA,7,NA,latinx,NA,2,le
192,up,signs up 4,academically relevant,number,produce,child,0-5,neutral,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,7,NA,latinx,spanish,1,yc
193,up,signs up 4,academically relevant,colors & shapes,dry goods,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,3,NA,latinx,spanish,2,le
193,up,signs up 4,non-academically relevant,one word answers,freezer,volunteer,0-5,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,4,NA,latinx,english,1,ea
193,up,signs up 4,non-academically relevant,pronouncements,bread,NA,0-5,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,NA,NA,latinx,spanish,NA,sh
193,up,signs up 4,academically relevant,number,produce,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,3,NA,latinx,spanish,1,yc
194,up,signs up 4,academically relevant,colors & shapes,dry goods,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,3,NA,latinx,english,3,le
194,up,signs up 4,academically relevant,number,produce,volunteer,16+,neutral,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,3,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,3,NA,latinx,spanish,3,yc
194,up,signs up 4,non-academically relevant,pronouncements,bread,NA,0-5,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,m,NA,NA,NA,4,NA,multiracial,english and spanish,1,sh
195,up,signs up 4,academically relevant,colors & shapes,dry goods,volunteer,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,f,NA,NA,NA,1,f,NA,NA,NA,3,NA,latinx,NA,1,le
195,up,signs up 4,non-academically relevant,pronouncements,bread,volunteer,0-5,positive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sh
196,up,signs up 4,academically relevant,colors & shapes,dry goods,parent,16+,very positive,0,0,0,0,0,0,1,1,1,1,1,0,0,2,1,1,0,1,1,0,2,4,0,0,0,2,f,NA,NA,NA,2,f,NA,NA,NA,7,NA,latinx,english,1,le
196,up,signs up 4,non-academically relevant,one word answers,freezer,parent,0-5,positive,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,f,NA,NA,NA,1,f,NA,NA,NA,NA,NA,latinx,english,1,ea
197,up,signs up 4,academically relevant,colors & shapes,dry goods,parent,0-5,neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,NA,NA,NA,NA,m,NA,NA,NA,4,NA,latinx,spanish,3,le
197,up,signs up 4,non-academically relevant,one word answers,freezer,child,0-5,positive,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,f,f,NA,NA,1,NA,NA,NA,NA,2,NA,latinx,spanish,2,ea
